"Country_Region","Last_Update","Confirmed","Deaths","Recovered","Active","Delta_Confirmed","Delta_Recovered","Incident_Rate","People_Tested","People_Hospitalized","Province_State","FIPS","UID","iso3","Report_Date_String","Deaths_suffix"
"Afghanistan","1/22/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/22",
"Afghanistan","1/23/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/23",
"Afghanistan","1/24/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/24",
"Afghanistan","1/25/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/25",
"Afghanistan","1/26/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/26",
"Afghanistan","1/27/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/27",
"Afghanistan","1/28/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/28",
"Afghanistan","1/29/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/29",
"Afghanistan","1/30/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/30",
"Afghanistan","1/31/20",0,0,,,0,,0,,,,,4,"AFG","2020/01/31",
"Afghanistan","2/1/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/01",
"Afghanistan","2/2/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/02",
"Afghanistan","2/3/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/03",
"Afghanistan","2/4/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/04",
"Afghanistan","2/5/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/05",
"Afghanistan","2/6/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/06",
"Afghanistan","2/7/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/07",
"Afghanistan","2/8/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/08",
"Afghanistan","2/9/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/09",
"Afghanistan","2/10/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/10",
"Afghanistan","2/11/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/11",
"Afghanistan","2/12/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/12",
"Afghanistan","2/13/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/13",
"Afghanistan","2/14/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/14",
"Afghanistan","2/15/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/15",
"Afghanistan","2/16/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/16",
"Afghanistan","2/17/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/17",
"Afghanistan","2/18/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/18",
"Afghanistan","2/19/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/19",
"Afghanistan","2/20/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/20",
"Afghanistan","2/21/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/21",
"Afghanistan","2/22/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/22",
"Afghanistan","2/23/20",0,0,,,0,,0,,,,,4,"AFG","2020/02/23",
"Afghanistan","2/24/20",1,0,,,1,,0.0025688225449936332,,,,,4,"AFG","2020/02/24",0
"Afghanistan","2/25/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/02/25",0
"Afghanistan","2/26/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/02/26",0
"Afghanistan","2/27/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/02/27",0
"Afghanistan","2/28/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/02/28",0
"Afghanistan","2/29/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/02/29",0
"Afghanistan","3/1/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/03/01",0
"Afghanistan","3/2/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/03/02",0
"Afghanistan","3/3/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/03/03",0
"Afghanistan","3/4/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/03/04",0
"Afghanistan","3/5/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/03/05",0
"Afghanistan","3/6/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/03/06",0
"Afghanistan","3/7/20",1,0,,,0,,0.0025688225449936332,,,,,4,"AFG","2020/03/07",0
"Afghanistan","3/8/20",4,0,,,3,,0.010275290179974533,,,,,4,"AFG","2020/03/08",0
"Afghanistan","3/9/20",4,0,,,0,,0.010275290179974533,,,,,4,"AFG","2020/03/09",0
"Afghanistan","3/10/20",5,0,,,1,,0.012844112724968167,,,,,4,"AFG","2020/03/10",0
"Afghanistan","3/11/20",7,0,,,2,,0.017981757814955434,,,,,4,"AFG","2020/03/11",0
"Afghanistan","3/12/20",7,0,,,0,,0.017981757814955434,,,,,4,"AFG","2020/03/12",0
"Afghanistan","3/13/20",7,0,,,0,,0.017981757814955434,,,,,4,"AFG","2020/03/13",0
"Afghanistan","3/14/20",11,0,,,4,,0.028257047994929965,,,,,4,"AFG","2020/03/14",0
"Afghanistan","3/15/20",16,0,,,5,,0.04110116071989813,,,,,4,"AFG","2020/03/15",0
"Afghanistan","3/16/20",21,0,,,5,,0.0539452734448663,,,,,4,"AFG","2020/03/16",0
"Afghanistan","3/17/20",22,0,,,1,,0.05651409598985993,,,,,4,"AFG","2020/03/17",0
"Afghanistan","3/18/20",22,0,,,0,,0.05651409598985993,,,,,4,"AFG","2020/03/18",0
"Afghanistan","3/19/20",22,0,,,0,,0.05651409598985993,,,,,4,"AFG","2020/03/19",0
"Afghanistan","3/20/20",24,0,,,2,,0.0616517410798472,,,,,4,"AFG","2020/03/20",0
"Afghanistan","3/21/20",24,0,,,0,,0.0616517410798472,,,,,4,"AFG","2020/03/21",0
"Afghanistan","3/22/20",40,1,,,16,,0.10275290179974533,,,,,4,"AFG","2020/03/22",0.025
"Afghanistan","3/23/20",40,1,,,0,,0.10275290179974533,,,,,4,"AFG","2020/03/23",0.025
"Afghanistan","3/24/20",74,1,,,34,,0.19009286832952887,,,,,4,"AFG","2020/03/24",0.013513513513513514
"Afghanistan","3/25/20",84,2,,,10,,0.2157810937794652,,,,,4,"AFG","2020/03/25",0.023809523809523808
"Afghanistan","3/26/20",94,4,,,10,,0.24146931922940154,,,,,4,"AFG","2020/03/26",0.0425531914893617
"Afghanistan","3/27/20",110,4,,,16,,0.2825704799492997,,,,,4,"AFG","2020/03/27",0.03636363636363636
"Afghanistan","3/28/20",110,4,,,0,,0.2825704799492997,,,,,4,"AFG","2020/03/28",0.03636363636363636
"Afghanistan","3/29/20",120,4,,,10,,0.308258705399236,,,,,4,"AFG","2020/03/29",0.03333333333333333
"Afghanistan","3/30/20",170,4,,,50,,0.43669983264891765,,,,,4,"AFG","2020/03/30",0.023529411764705882
"Afghanistan","3/31/20",174,4,,,4,,0.4469751228288922,,,,,4,"AFG","2020/03/31",0.022988505747126436
"Afghanistan","4/1/20",237,4,,,63,,0.608810943163491,,,,,4,"AFG","2020/04/01",0.016877637130801686
"Afghanistan","4/2/20",273,6,,,36,,0.7012885547832619,,,,,4,"AFG","2020/04/02",0.02197802197802198
"Afghanistan","4/3/20",281,6,,,8,,0.721839135143211,,,,,4,"AFG","2020/04/03",0.021352313167259787
"Afghanistan","4/4/20",299,7,,,18,,0.7680779409530963,,,,,4,"AFG","2020/04/04",0.023411371237458192
"Afghanistan","4/5/20",349,7,,,50,,0.896519068202778,,,,,4,"AFG","2020/04/05",0.02005730659025788
"Afghanistan","4/6/20",367,11,,,18,,0.9427578740126634,,,,,4,"AFG","2020/04/06",0.02997275204359673
"Afghanistan","4/7/20",423,14,,,56,,1.0866119365323068,,,,,4,"AFG","2020/04/07",0.03309692671394799
"Afghanistan","4/8/20",444,14,,,21,,1.1405572099771732,,,,,4,"AFG","2020/04/08",0.03153153153153153
"Afghanistan","4/9/20",484,15,,,40,,1.2433101117769185,,,,,4,"AFG","2020/04/09",0.030991735537190084
"Afghanistan","4/10/20",521,15,,,37,,1.3383565459416829,,,,,4,"AFG","2020/04/10",0.028790786948176585
"Afghanistan","4/11/20",555,18,,,34,,1.4256965124714664,,,,,4,"AFG","2020/04/11",0.032432432432432434
"Afghanistan","4/12/20",607,18,,,52,,1.5592752848111353,,,,,4,"AFG","2020/04/12",0.029654036243822075
"Afghanistan","4/13/20",665,21,,,58,,1.708266992420766,,,,,4,"AFG","2020/04/13",0.031578947368421054
"Afghanistan","4/14/20",714,23,,,49,,1.8341392971254542,,,,,4,"AFG","2020/04/14",0.03221288515406162
"Albania","1/22/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/22",
"Albania","1/23/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/23",
"Albania","1/24/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/24",
"Albania","1/25/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/25",
"Albania","1/26/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/26",
"Albania","1/27/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/27",
"Albania","1/28/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/28",
"Albania","1/29/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/29",
"Albania","1/30/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/30",
"Albania","1/31/20",0,0,,,0,,0,,,,,8,"ALB","2020/01/31",
"Albania","2/1/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/01",
"Albania","2/2/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/02",
"Albania","2/3/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/03",
"Albania","2/4/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/04",
"Albania","2/5/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/05",
"Albania","2/6/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/06",
"Albania","2/7/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/07",
"Albania","2/8/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/08",
"Albania","2/9/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/09",
"Albania","2/10/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/10",
"Albania","2/11/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/11",
"Albania","2/12/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/12",
"Albania","2/13/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/13",
"Albania","2/14/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/14",
"Albania","2/15/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/15",
"Albania","2/16/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/16",
"Albania","2/17/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/17",
"Albania","2/18/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/18",
"Albania","2/19/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/19",
"Albania","2/20/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/20",
"Albania","2/21/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/21",
"Albania","2/22/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/22",
"Albania","2/23/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/23",
"Albania","2/24/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/24",
"Albania","2/25/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/25",
"Albania","2/26/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/26",
"Albania","2/27/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/27",
"Albania","2/28/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/28",
"Albania","2/29/20",0,0,,,0,,0,,,,,8,"ALB","2020/02/29",
"Albania","3/1/20",0,0,,,0,,0,,,,,8,"ALB","2020/03/01",
"Albania","3/2/20",0,0,,,0,,0,,,,,8,"ALB","2020/03/02",
"Albania","3/3/20",0,0,,,0,,0,,,,,8,"ALB","2020/03/03",
"Albania","3/4/20",0,0,,,0,,0,,,,,8,"ALB","2020/03/04",
"Albania","3/5/20",0,0,,,0,,0,,,,,8,"ALB","2020/03/05",
"Albania","3/6/20",0,0,,,0,,0,,,,,8,"ALB","2020/03/06",
"Albania","3/7/20",0,0,,,0,,0,,,,,8,"ALB","2020/03/07",
"Albania","3/8/20",0,0,,,0,,0,,,,,8,"ALB","2020/03/08",
"Albania","3/9/20",2,0,,,2,,0.06949753283758427,,,,,8,"ALB","2020/03/09",0
"Albania","3/10/20",10,0,,,8,,0.3474876641879213,,,,,8,"ALB","2020/03/10",0
"Albania","3/11/20",12,1,,,2,,0.41698519702550557,,,,,8,"ALB","2020/03/11",0.08333333333333333
"Albania","3/12/20",23,1,,,11,,0.799221627632219,,,,,8,"ALB","2020/03/12",0.043478260869565216
"Albania","3/13/20",33,1,,,10,,1.1467092918201405,,,,,8,"ALB","2020/03/13",0.030303030303030304
"Albania","3/14/20",38,1,,,5,,1.320453123914101,,,,,8,"ALB","2020/03/14",0.02631578947368421
"Albania","3/15/20",42,1,,,4,,1.4594481895892695,,,,,8,"ALB","2020/03/15",0.023809523809523808
"Albania","3/16/20",51,1,,,9,,1.7721870873583987,,,,,8,"ALB","2020/03/16",0.0196078431372549
"Albania","3/17/20",55,1,,,4,,1.9111821530335673,,,,,8,"ALB","2020/03/17",0.01818181818181818
"Albania","3/18/20",59,2,,,4,,2.0501772187087357,,,,,8,"ALB","2020/03/18",0.03389830508474576
"Albania","3/19/20",64,2,,,5,,2.2239210508026965,,,,,8,"ALB","2020/03/19",0.03125
"Albania","3/20/20",70,2,,,6,,2.4324136493154493,,,,,8,"ALB","2020/03/20",0.02857142857142857
"Albania","3/21/20",76,2,,,6,,2.640906247828202,,,,,8,"ALB","2020/03/21",0.02631578947368421
"Albania","3/22/20",89,2,,,13,,3.0926402112724998,,,,,8,"ALB","2020/03/22",0.02247191011235955
"Albania","3/23/20",104,4,,,15,,3.613871707554382,,,,,8,"ALB","2020/03/23",0.038461538461538464
"Albania","3/24/20",123,5,,,19,,4.274098269511432,,,,,8,"ALB","2020/03/24",0.04065040650406504
"Albania","3/25/20",146,5,,,23,,5.0733198971436515,,,,,8,"ALB","2020/03/25",0.03424657534246575
"Albania","3/26/20",174,6,,,28,,6.046285356869831,,,,,8,"ALB","2020/03/26",0.034482758620689655
"Albania","3/27/20",186,8,,,12,,6.463270553895336,,,,,8,"ALB","2020/03/27",0.043010752688172046
"Albania","3/28/20",197,10,,,11,,6.84550698450205,,,,,8,"ALB","2020/03/28",0.050761421319796954
"Albania","3/29/20",212,10,,,15,,7.3667384807839325,,,,,8,"ALB","2020/03/29",0.04716981132075472
"Albania","3/30/20",223,11,,,11,,7.748974911390645,,,,,8,"ALB","2020/03/30",0.04932735426008968
"Albania","3/31/20",243,15,,,20,,8.443950239766489,,,,,8,"ALB","2020/03/31",0.06172839506172839
"Albania","4/1/20",259,15,,,16,,8.999930502467162,,,,,8,"ALB","2020/04/01",0.05791505791505792
"Albania","4/2/20",277,16,,,18,,9.625408298005421,,,,,8,"ALB","2020/04/02",0.05776173285198556
"Albania","4/3/20",304,17,,,27,,10.563624991312809,,,,,8,"ALB","2020/04/03",0.05592105263157895
"Albania","4/4/20",333,20,,,29,,11.57133921745778,,,,,8,"ALB","2020/04/04",0.06006006006006006
"Albania","4/5/20",361,20,,,28,,12.54430467718396,,,,,8,"ALB","2020/04/05",0.055401662049861494
"Albania","4/6/20",377,21,,,16,,13.100284939884634,,,,,8,"ALB","2020/04/06",0.05570291777188329
"Albania","4/7/20",383,22,,,6,,13.308777538397386,,,,,8,"ALB","2020/04/07",0.057441253263707574
"Albania","4/8/20",400,22,,,17,,13.899506567516854,,,,,8,"ALB","2020/04/08",0.055
"Albania","4/9/20",409,23,,,9,,14.212245465285982,,,,,8,"ALB","2020/04/09",0.05623471882640587
"Albania","4/10/20",416,23,,,7,,14.455486830217527,,,,,8,"ALB","2020/04/10",0.055288461538461536
"Albania","4/11/20",433,23,,,17,,15.046215859336993,,,,,8,"ALB","2020/04/11",0.053117782909930716
"Albania","4/12/20",446,23,,,13,,15.49794982278129,,,,,8,"ALB","2020/04/12",0.0515695067264574
"Albania","4/13/20",467,23,,,21,,16.227673917575927,,,,,8,"ALB","2020/04/13",0.04925053533190578
"Albania","4/14/20",475,24,,,8,,16.505664048926263,,,,,8,"ALB","2020/04/14",0.05052631578947368
"Algeria","1/22/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/22",
"Algeria","1/23/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/23",
"Algeria","1/24/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/24",
"Algeria","1/25/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/25",
"Algeria","1/26/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/26",
"Algeria","1/27/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/27",
"Algeria","1/28/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/28",
"Algeria","1/29/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/29",
"Algeria","1/30/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/30",
"Algeria","1/31/20",0,0,,,0,,0,,,,,12,"DZA","2020/01/31",
"Algeria","2/1/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/01",
"Algeria","2/2/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/02",
"Algeria","2/3/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/03",
"Algeria","2/4/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/04",
"Algeria","2/5/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/05",
"Algeria","2/6/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/06",
"Algeria","2/7/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/07",
"Algeria","2/8/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/08",
"Algeria","2/9/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/09",
"Algeria","2/10/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/10",
"Algeria","2/11/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/11",
"Algeria","2/12/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/12",
"Algeria","2/13/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/13",
"Algeria","2/14/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/14",
"Algeria","2/15/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/15",
"Algeria","2/16/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/16",
"Algeria","2/17/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/17",
"Algeria","2/18/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/18",
"Algeria","2/19/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/19",
"Algeria","2/20/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/20",
"Algeria","2/21/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/21",
"Algeria","2/22/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/22",
"Algeria","2/23/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/23",
"Algeria","2/24/20",0,0,,,0,,0,,,,,12,"DZA","2020/02/24",
"Algeria","2/25/20",1,0,,,1,,0.002280447468490088,,,,,12,"DZA","2020/02/25",0
"Algeria","2/26/20",1,0,,,0,,0.002280447468490088,,,,,12,"DZA","2020/02/26",0
"Algeria","2/27/20",1,0,,,0,,0.002280447468490088,,,,,12,"DZA","2020/02/27",0
"Algeria","2/28/20",1,0,,,0,,0.002280447468490088,,,,,12,"DZA","2020/02/28",0
"Algeria","2/29/20",1,0,,,0,,0.002280447468490088,,,,,12,"DZA","2020/02/29",0
"Algeria","3/1/20",1,0,,,0,,0.002280447468490088,,,,,12,"DZA","2020/03/01",0
"Algeria","3/2/20",3,0,,,2,,0.006841342405470264,,,,,12,"DZA","2020/03/02",0
"Algeria","3/3/20",5,0,,,2,,0.01140223734245044,,,,,12,"DZA","2020/03/03",0
"Algeria","3/4/20",12,0,,,7,,0.027365369621881058,,,,,12,"DZA","2020/03/04",0
"Algeria","3/5/20",12,0,,,0,,0.027365369621881058,,,,,12,"DZA","2020/03/05",0
"Algeria","3/6/20",17,0,,,5,,0.0387676069643315,,,,,12,"DZA","2020/03/06",0
"Algeria","3/7/20",17,0,,,0,,0.0387676069643315,,,,,12,"DZA","2020/03/07",0
"Algeria","3/8/20",19,0,,,2,,0.043328501901311677,,,,,12,"DZA","2020/03/08",0
"Algeria","3/9/20",20,0,,,1,,0.04560894936980176,,,,,12,"DZA","2020/03/09",0
"Algeria","3/10/20",20,0,,,0,,0.04560894936980176,,,,,12,"DZA","2020/03/10",0
"Algeria","3/11/20",20,0,,,0,,0.04560894936980176,,,,,12,"DZA","2020/03/11",0
"Algeria","3/12/20",24,1,,,4,,0.054730739243762115,,,,,12,"DZA","2020/03/12",0.041666666666666664
"Algeria","3/13/20",26,2,,,2,,0.05929163418074229,,,,,12,"DZA","2020/03/13",0.07692307692307693
"Algeria","3/14/20",37,3,,,11,,0.08437655633413325,,,,,12,"DZA","2020/03/14",0.08108108108108109
"Algeria","3/15/20",48,4,,,11,,0.10946147848752423,,,,,12,"DZA","2020/03/15",0.08333333333333333
"Algeria","3/16/20",54,4,,,6,,0.12314416329846475,,,,,12,"DZA","2020/03/16",0.07407407407407407
"Algeria","3/17/20",60,4,,,6,,0.1368268481094053,,,,,12,"DZA","2020/03/17",0.06666666666666667
"Algeria","3/18/20",74,7,,,14,,0.1687531126682665,,,,,12,"DZA","2020/03/18",0.0945945945945946
"Algeria","3/19/20",87,9,,,13,,0.19839892975863765,,,,,12,"DZA","2020/03/19",0.10344827586206896
"Algeria","3/20/20",90,11,,,3,,0.20524027216410792,,,,,12,"DZA","2020/03/20",0.12222222222222222
"Algeria","3/21/20",139,15,,,49,,0.31698219812012224,,,,,12,"DZA","2020/03/21",0.1079136690647482
"Algeria","3/22/20",201,17,,,62,,0.4583699411665077,,,,,12,"DZA","2020/03/22",0.0845771144278607
"Algeria","3/23/20",230,17,,,29,,0.5245029177527203,,,,,12,"DZA","2020/03/23",0.07391304347826087
"Algeria","3/24/20",264,19,,,34,,0.6020381316813833,,,,,12,"DZA","2020/03/24",0.07196969696969698
"Algeria","3/25/20",302,21,,,38,,0.6886951354840066,,,,,12,"DZA","2020/03/25",0.0695364238410596
"Algeria","3/26/20",367,25,,,65,,0.8369242209358624,,,,,12,"DZA","2020/03/26",0.0681198910081744
"Algeria","3/27/20",409,26,,,42,,0.9327030146124461,,,,,12,"DZA","2020/03/27",0.06356968215158924
"Algeria","3/28/20",454,29,,,45,,1.0353231506945,,,,,12,"DZA","2020/03/28",0.06387665198237885
"Algeria","3/29/20",511,31,,,57,,1.165308656398435,,,,,12,"DZA","2020/03/29",0.060665362035225046
"Algeria","3/30/20",584,35,,,73,,1.3317813215982115,,,,,12,"DZA","2020/03/30",0.059931506849315065
"Algeria","3/31/20",716,44,,,132,,1.6328003874389032,,,,,12,"DZA","2020/03/31",0.061452513966480445
"Algeria","4/1/20",847,58,,,131,,1.9315390058111046,,,,,12,"DZA","2020/04/01",0.06847697756788666
"Algeria","4/2/20",986,86,,,139,,2.248521203931227,,,,,12,"DZA","2020/04/02",0.0872210953346856
"Algeria","4/3/20",1171,105,,,185,,2.6704039856018933,,,,,12,"DZA","2020/04/03",0.089666951323655
"Algeria","4/4/20",1251,130,,,80,,2.8528397830811003,,,,,12,"DZA","2020/04/04",0.10391686650679456
"Algeria","4/5/20",1320,152,,,69,,3.0101906584069162,,,,,12,"DZA","2020/04/05",0.11515151515151516
"Algeria","4/6/20",1423,173,,,103,,3.2450767476613955,,,,,12,"DZA","2020/04/06",0.12157413914265636
"Algeria","4/7/20",1468,193,,,45,,3.3476968837434495,,,,,12,"DZA","2020/04/07",0.13147138964577657
"Algeria","4/8/20",1572,205,,,104,,3.5848634204664185,,,,,12,"DZA","2020/04/08",0.13040712468193386
"Algeria","4/9/20",1666,235,,,94,,3.799225482504487,,,,,12,"DZA","2020/04/09",0.14105642256902762
"Algeria","4/10/20",1761,256,,,95,,4.015867992011045,,,,,12,"DZA","2020/04/10",0.14537194775695628
"Algeria","4/11/20",1825,275,,,64,,4.161816629994411,,,,,12,"DZA","2020/04/11",0.1506849315068493
"Algeria","4/12/20",1914,293,,,89,,4.364776454690029,,,,,12,"DZA","2020/04/12",0.15308254963427378
"Algeria","4/13/20",1983,313,,,69,,4.522127330015845,,,,,12,"DZA","2020/04/13",0.1578416540595058
"Algeria","4/14/20",2070,326,,,87,,4.720526259774482,,,,,12,"DZA","2020/04/14",0.157487922705314
"Andorra","1/22/20",0,0,,,0,,0,,,,,20,"AND","2020/01/22",
"Andorra","1/23/20",0,0,,,0,,0,,,,,20,"AND","2020/01/23",
"Andorra","1/24/20",0,0,,,0,,0,,,,,20,"AND","2020/01/24",
"Andorra","1/25/20",0,0,,,0,,0,,,,,20,"AND","2020/01/25",
"Andorra","1/26/20",0,0,,,0,,0,,,,,20,"AND","2020/01/26",
"Andorra","1/27/20",0,0,,,0,,0,,,,,20,"AND","2020/01/27",
"Andorra","1/28/20",0,0,,,0,,0,,,,,20,"AND","2020/01/28",
"Andorra","1/29/20",0,0,,,0,,0,,,,,20,"AND","2020/01/29",
"Andorra","1/30/20",0,0,,,0,,0,,,,,20,"AND","2020/01/30",
"Andorra","1/31/20",0,0,,,0,,0,,,,,20,"AND","2020/01/31",
"Andorra","2/1/20",0,0,,,0,,0,,,,,20,"AND","2020/02/01",
"Andorra","2/2/20",0,0,,,0,,0,,,,,20,"AND","2020/02/02",
"Andorra","2/3/20",0,0,,,0,,0,,,,,20,"AND","2020/02/03",
"Andorra","2/4/20",0,0,,,0,,0,,,,,20,"AND","2020/02/04",
"Andorra","2/5/20",0,0,,,0,,0,,,,,20,"AND","2020/02/05",
"Andorra","2/6/20",0,0,,,0,,0,,,,,20,"AND","2020/02/06",
"Andorra","2/7/20",0,0,,,0,,0,,,,,20,"AND","2020/02/07",
"Andorra","2/8/20",0,0,,,0,,0,,,,,20,"AND","2020/02/08",
"Andorra","2/9/20",0,0,,,0,,0,,,,,20,"AND","2020/02/09",
"Andorra","2/10/20",0,0,,,0,,0,,,,,20,"AND","2020/02/10",
"Andorra","2/11/20",0,0,,,0,,0,,,,,20,"AND","2020/02/11",
"Andorra","2/12/20",0,0,,,0,,0,,,,,20,"AND","2020/02/12",
"Andorra","2/13/20",0,0,,,0,,0,,,,,20,"AND","2020/02/13",
"Andorra","2/14/20",0,0,,,0,,0,,,,,20,"AND","2020/02/14",
"Andorra","2/15/20",0,0,,,0,,0,,,,,20,"AND","2020/02/15",
"Andorra","2/16/20",0,0,,,0,,0,,,,,20,"AND","2020/02/16",
"Andorra","2/17/20",0,0,,,0,,0,,,,,20,"AND","2020/02/17",
"Andorra","2/18/20",0,0,,,0,,0,,,,,20,"AND","2020/02/18",
"Andorra","2/19/20",0,0,,,0,,0,,,,,20,"AND","2020/02/19",
"Andorra","2/20/20",0,0,,,0,,0,,,,,20,"AND","2020/02/20",
"Andorra","2/21/20",0,0,,,0,,0,,,,,20,"AND","2020/02/21",
"Andorra","2/22/20",0,0,,,0,,0,,,,,20,"AND","2020/02/22",
"Andorra","2/23/20",0,0,,,0,,0,,,,,20,"AND","2020/02/23",
"Andorra","2/24/20",0,0,,,0,,0,,,,,20,"AND","2020/02/24",
"Andorra","2/25/20",0,0,,,0,,0,,,,,20,"AND","2020/02/25",
"Andorra","2/26/20",0,0,,,0,,0,,,,,20,"AND","2020/02/26",
